ROWKEY,COMMCONTENT
112455,不错#183;，跟朋友一起去的感觉还算可以
112456,很有历史的感觉，沧桑而不失活跃。人来人往，但是小吃不多。
112457,同程订票是很方便的，给2不是因为同程哦，取票地点到景区太不方便了
112458,纯是游乐场，成人可去，我带的小孩子才四岁，进去才发现不适合，20岁以下就算了，全是游艺机一类的，很容易沉迷，貌似是小日本的方式，坑爹的地方，里面上个厕所就出来了
112459,感觉还可以，就是景点有的少
112460,不能少于十个字 可以的 满分
112461,有专门窗口，取票很方便
112462,非常棒的旅程，同程网订票比别的团购便宜，而且取票方便不用排队！里面很好玩，强烈推荐！
112463,很开心，带朋友一起游览。<LSY>希望以后还有类似的优惠活动，谢谢！
112464,买票很顺利，景区也很不错，景区导游也很不错……
112465,景区私搭乱建严重，服务有些退化，不如以前。
112466,古色古香 繁华景色还有香脆的烧饼流连忘返
112467,第一次在同程上订票，很满意，很方便，还有优惠，感谢同程网！今后会更关注同程！
112468,征服大自然，一次历练。就是太累了！
112469,第一次在同程网订票，感觉很好。价格优惠，取票方便。但塔山真不值这个钱，游乐城的设备老旧，服务态度不好，安全提示不到位，存在危险，不推荐去。
112470,上午没去，去的下午场
112471,长岛的景色很优美，超喜欢海鸥飞舞的感觉<LSY>
112472,咱威海自己的海底世界，带着孩子去长长见识。总的来说，整体还行，就是动物品种有点少，水下芭蕾地方小了点，欢乐剧场表演内容有点单调，25分钟的时间实质性表演时点短，再加上国庆长假人挤人，基本上是被人挤着逛完的，玩到最后宝宝都被挤烦了，海豚表演都没有好好看，精彩的表演太短了。动感影院效果不错，不过孩子太小，坐在了不动的椅子上，没有感受到刺激的环球旅游，有点遗憾。
112473,拿票很顺利，票价优惠
112474,总体感觉不错，挺好的，对象很喜欢，一块钱值了，相当值，再难得有这样的机会啦
112475,邹城峄山。【孟子·尽心上】记载孔子登东山而小鲁，登泰山而小天下。东山到底是潍坊的蒙山还是这座峄山还待考，但这座山真的很有故事。多位帝王和名人曾游历至此，山上曾建有春秋、子思（孔子之孙孔伋）、峄阳和孤桐四大书院，相传祝英台女扮男装与梁山伯在此读书多年。山上奇特的花岗岩和火山岩，构造出许多奇石景观。接近顶峰矗立有道教的白云观。
112476,泰山雄伟壮观，值得一游。但因为是国庆节人比较多，我虽然在同程订了票但还是排队才拿到票的。
112477,景区风景挺好的！爬了三座山好累
112478,个人觉得同程网很方便。和我期待的一样，美极了。
112479,第二次来这里了，这次蔬菜馆开放，还有杂技表演，感谢同程，为你点赞！
112480,不错，人很多，排队时间长，比较累！
112481,水泊梁山风景区还是蛮好的！呵呵
112482,不好，尤其是自助餐，太差了
112483,一元票可以玩的这么尽兴，超值的
112484,还可以，就是太小了，卫生不是太好
112485,太好了，太好了，真是太好了！！！
112486,非常好玩，导游讲解的很仔细，值得去！
112487,去了之后现团的。世园会就是大，需要好多次才能逛全。每一处都是精致的
112488,景点很好，适合一家三口之行。
112489,景点不是太好，都是室外景点，室内在建设，好不容易有个核潜艇，门票另算100元！
112490,总体感觉不错，是孩子去的理想去所，由于下雨没有感受吊床的魅力，有点遗憾…
112491,还不错，感受下当年的铁甲巨舰。小贵
112492,工作人员服务态度很好。也认识了很多动物。希望以后多搞此类活动。多提供价格优惠。
112493,带孩子去的，值得一游。
112494,因路堵，到时已下午4点多，景区不卖票了。。。没玩成，只能打道回府。。。
112495,好玩，比现场便宜。小孩很高兴。
112496,深山藏古寺 好地方
112497,地球的力量与时间的磨合！！尽展现在眼前………
112498,取票非常方便，里面的设施很刺激，就是人多
112499,人太多了，不好玩，以后在凑热闹了。
112500,挺好，值得一游，很实惠。
112501,动物种类很多，消费还可以，不是特别贵。
112502,当天预定，当天旅游，价格实惠，值得推荐，小朋友去特别好，能够认识很多海洋动物。
112503,里边挺大的，同程旅游网订购的，拿着手机扫二维码直接可以进去，很方便，不用排队的
112504,真的很不错，就是有点小，还没玩够呢就转完了，海狮表演和天幕电影很不错！
112505,一般，项目少，夜场有五个场景不能开放。
112506,我家宝贝今年四岁半了，之前一直是去青岛中山公园内的动物园，里面没有长颈鹿、河马等大型的动物，所以孩子一直未见到过真的长颈鹿、河马等大型的动物，只是在电视节目上的动物世界看过，这次不一样，趁着国庆长假，带孩子去了黄岛小珠山的野生动物世界，孩子终于见到真的了，呵呵，还亲自给河马和长颈鹿喂食了水果和蔬菜，孩子玩的非常开心，也见到了斑马和角马，这都是以前在青岛的动物园所没见到过的，还有鳄鱼表演、佤族风情表演、大型猛兽等精彩表演，下次休假还带孩子来这里开阔视野，呼吸大自然的新鲜空气！
112507,船上空位挺多。服务还行，录音介绍声音太小，也就站在跟前才能听见。景色还不错。1吧
112508,沙滩很细，没有岩石，玩海很嗨！
112509,景点不大，可玩的不多，原始部落的景观不是很逼真，场景都挺假的，也就值门票60，多了不划算
112510,很超值 取票方便 值得推荐
112511,很愉快的一次旅游！
112512,不错，看了风景，锻炼了身体里!
112513,感觉还可以，就是人太多，建议大家不要周末去玩，或者下午再进去，会好很多。
112514,整体感觉还是可以的，就是旺季时很拥挤，要是带孩子游玩的话，有点累人
112515,一般情况吧，大部分景点都还在建设中
112516,一如既往的好，好山好水好风光
112517,这里景色不错，但是人太多，如果不挑节假日去一定是个不错的选择。
112518,好玩，里面的电影很多
112519,很好，要多搞这样的活动，扫码进场很方便！
112520,还不错，动感电影很好玩。就是排队人太多，成小时排队实在受不了。
112521,环境不错，很好玩，下次还会来的
112522,国庆节期间去的，人不算太多，整体感觉不错，孩子玩的也很开心，节目表演很具有观赏性
112523,去年秋天来玩过一次，那次园区里就几个游客游玩感觉玩的很开心，景观还是那个景观今天再去感觉就是以后说啥也不过节出去旅游了
112524,景区建筑质量不错，还有表演可看，风车走廊也很漂亮，门口停车场小了点。
112525,服务人员态度不错，感觉挺好的。
112526,非常方便，不要排队直接就进了。
112527,2015.5.31去的，人和 车超级多，堵车严重，问口取票用了一小吋，景区排队等车两小时，大好时光用在排队上，再也不去了，o分
112528,挺好的，主要是带孩子去。动物很多也很全。还有海豚表演，孩子非常高兴。有机会还去。
112529,放松心情去还可以。玩的话还是方特好。
112530,环境很好，10月8号去的，人很少，比较幽静，很满意。听说国庆节人很多，建议平时去，尽量避免节假日去。
112531,预订很方便，到购票窗口付款就可以，便宜了40元一张票呢，真是太好了。
112532,很垃圾的景点，这是第三次来，现在的表演项目减少一还多，价格涨了一倍，谁来谁后悔，坑爹的玩意。我青岛本地的
112533,非常美好的一次出行、虽然很累、但从中得到的信念、
112534,环境很好，一下午只逛了很少地方，夜景很美，下次还来。
112535,游船人太多无序插队很混乱
112536,好玩，服务周到，大开眼介，见识下酿酒的过程
112537,景区不大，天气太热了，我们只是简单的转了下。
112538,感觉没啥玩的 很多店铺都没有开门
112539,不错，挺好的，就是忘记用优惠卷了，？？
112540,还不错，就是去的那天太热了！
112541,景区 非常漂亮 自然景观很震撼
112542,上午从烟台市区出发，自驾前往景点，取票顺利。拿到一张收据式的单子。爬山上蓬莱。导游地图上标了很多可以游的点，看似很诱人，一个一个走过，感觉真没什么意思，商业气息也太浓，离期望值还是有差距的。
112543,很喜欢去这里洗温泉，服务好，但泉水就不知道几天换一次了，看着很干净。
112544,1元挺划算，老婆孩子玩的都挺高兴，洞内是天然形成的，滑草过瘾！
112545,不错很刺激、适合年轻人
112546,整体上来说的话还可以。
112547,还可以吧，夏天去应该很好，冬天都没人，服务态度也很差，景点都不开放
112548,这里的风景很美，也有人文景点，不错的选择
112549,取票很方便，同程很给力。
112550,风景优美，趵突泉的水真清，不愧为天下第一泉。
112551,不值 掏门票就不值了
112552,1元钱优惠太大了，希望以后还有这样的活动。服务挺好的，孩子玩的挺开心的
112553,不错，去了三个人，挺好的自驾游
112554,不错，以后再来！交通便利，民风淳朴。
112555,大年初五早五点，我们两家人，从滨州出发就向泰安太阳部落出发了。早上来有点小雾，到了泰安后，天有点小阴并有风，玩到下午，一点多，天突然就大好了，室外项目才开放。几个孩子，玩的很开心，有的项目还能做好几次，这是没想到的。真的挺不错的。
112556,地方很大。夜色很美，船票白费了，走西门才用船票。因为我从东门进的！刚开始就跟转迷宫一样。要是事先有个介绍戓者有个导游图就好了，
112557,台儿庄整体来说就是不值148的门票，还要160.穷疯了么。48还差不多
112558,不错，挺划算的，配套太差劲，除了一个洞啥都没有，滑草不要坐，不要问为什么，上山收十元停车费，有发票，洞挺长的，最好带相机和三脚架，洞里很暗，手机拍不出好图
112559,临时有事！木有去成，很遗憾～感觉应该很好呢
112560,很好很刺激，特别是水上闯关的游戏，在这炎热的夏天让人凉意习习。山和山洞都很不错，有没有！！有时间还会去的。
112561,从酒店开导航挺好找的！特别大，游乐设施挺多的！动物们也很可爱！全家去的都很喜欢
112562,竹泉村总体感觉不错，很是适合度假旅游。吃饭的逍遥饭庄虽然简陋了一些，但是菜的味道还是不错的，那个饭店紧靠着一片湖水，真有江南的景象呢~
112563,同程的景点门票预定系统非常好
112564,带弟弟妹妹一起去的，学生证和新生大学录取通知书都不给用，不让打折！
112565,很好值得一去！！！！
112566,泡温泉很不错，挺好玩的，温泉池很多，但感觉都差不多，大部分都是瓷砖加温水，不确定是否是海洋温泉。三楼水果饮料免费，里面饭和零食<LSY>超级贵，617路海泉湾站下车即到。适合孩子玩水，总之这次出游相对满意。温泉池内不让带手机拍照，所以没有照片。
112567,不错，服务很好啊，下一次还来！
112568,海洋生物很多，海豚？？海狮表演还有美人鱼？？表演最精彩，值得一去
112569,omg，爬泰山真的好累，前半段真的非常非常非常需要坐车，保存体力才能登顶呀！国庆节人超多，山上有点凉，建议带件厚衣服，山顶风景蛮好的。
112570,超值的，还学会了游泳那
112571,山上都是松柏树，台阶陡峭，年龄大的老人还是不适合爬的。这次去是清明节，人很多最后登顶峰时，楼梯太窄很遗憾没上去，不多说了。总体来说还是有待进一步开发，完善一些设施。
112572,"还不错,就是游泳池里水太脏了,温泉里水质也不好"
112573,整体感觉不错，孩子玩的很开心，建议开车进去游玩
112574,很好，比窗口买便宜很多，而且不用换票，直接刷二维码就行了
112575,很好啊，很好玩。。。。。
112576,景色挺不错，我们坐索道上去，然后走下来的可以欣赏更多的风景，山顶还有马场，上午下午都有表演的，就是我们去的时候山下的湖水都快干了，可能是旱季的缘故吧。
112577,恐龙很好，很恐怖，？
112578,给孩子买的优惠票，很方便，直接凭身份证进山。泰山一行，孩子很开心。我们也重温了17年前登山的场景，山道重修了，和之前不一样了。
112579,虽是人造景点，但很有韵味，假期也不是很拥挤，值得一去
112580,真好，孩子很喜欢，小企鹅萌哒哒，不错，很值得去。
112581,很快，不错的体验。。
112582,不好玩！漂流太失望！！！！！！！
112583,南线北线买的通票。自带车上岛。北线的九丈崖很不错，住宿渔家200元一个人含三餐。也不算便宜了。不过吃的还不错。鲅鱼饺子、海菜包子，你知道的老板一般都会满足你。
112584,景区的银杏树和罗汉值得一看
112585,不错！领着两位老人去的，他们今天玩得很高兴。有机会我还会去的。美中不足的是在出口处买了点核桃糕给老人吃，到车上一尝，有异味，用的油变质了，太坑人了，（他让你尝的是好的）望游客们勿买口口的那些吃的，也望有关质检部门严查。
112586,带着孩子跟朋友们一起去的，孩子们玩的也很开心，花美，环境美，感觉跟去了云南的一翻，室内的温度挺高的建议不要穿太多，但也要拿件外套！
112587,玩得很开心，看到很多鲨鱼
112588,跟家人朋友一起去的，一元钱玩遍几乎所有项目、超值。大家玩的非常开心跟尽兴。
112589,挺好的，价格相当给力，孩子玩的开心，表演也好看。就是人太太太太多了
112590,环境很好，服务也行，游玩项目有待更新。
112591,太好玩了，不过就是人有点小多
112592,不错，罗山脚下的景点，假期整体很便宜，建设的很好
112593,挺不错的，就是太快了！
112594,很好的一次旅行，朋友们玩的都挺开心。各式各样的石头、一边爬山一边赏石！
112595,还行吧，感觉没有神雕山那个的动物多。门票同样是100元。不过今天更欣喜的是近距离的看到了河马和火烈鸟。总之还不错。
112596,很好玩，也很实惠，赞
112597,景色挺好，但是闲着的屋子太多，
112598,一次轻松愉快的周末出行。初春时节没有风太阳刚好。一入景区就喜欢上这里。游人不多，比较静谧比起泰山的喧闹别有一番滋味。空气清新让人忍不住深深的吸上几口。对得起天然氧吧的称号。有孩子们喜欢的吊床和钢丝桥。遗憾的是雨水不旺所以山上的水少了点。水帘洞空有其名了。而且浪漫花海还是一片空地的。缺少了一大亮点。希望下次花开时能够再去
112599,哎。错过最好的观光时期了。不过环境真的很好啊。
112600,景区很漂亮，服务态度很好，适合家庭，朋友，情侣去游玩散心。
112601,在同程上预定的215加中餐的门票 去了之后取票很快 窗口人员服务也特别好 很不错的一次游玩。
112602,很好用，省了不少银子，孩子也很开心！
112603,不错哦，过节就是人多，孩子玩的开心就好
112604,人不多，清晨很舒服，真值
112605,方便快捷，可以直接用身份证，不用取票了
112606,去了好几次了，很满意。小桥流水，景色宜人。
112607,还不错，玩的很高兴，就是很多项目没见完。
112608,很好，不错！很直！很棒！
112609,虽然不大，但是安静，景美，真的都是韩国人。以后有人到青岛第一推荐去处。
112610,非常美丽的夜景，还看了一场别开生面的演出，总之度过了一个令人难忘的夜晚
112611,非常想，景色怡人，棒棒的。
112612,"一个还没有被过度商业化的古城,虽然是复建，但是依然会有原汁原味的感觉，兰亭书寓声光电的结合,以独特的方式让你解读青楼文化，才子佳人，万般风情!徜徉其中，还是那句歌词:不想和你说说再见。"
112613,适合带老人去玩玩，还不错
112614,刚进去感觉很一般，结果越逛越有的逛，里面挺大的。可能是淡季，人很少，逛着也舒服。总之，觉得物有所值吧
112615,还是一如既往的好，虽然上次来过，但是这次来还是感觉不一样！
112616,非常方便，报上名字就拿到票了。如果能再便宜点就好了。
112617,环境设施一般，可能是老景区，时间一长处于更新期！另外游客较多而海豚表演看台坐席少，表演单一，或许是出于爱护动物的考虑？下次不来了，对蓬莱印象一般！
112618,上星期去的，孩子玩的还比较高兴，从下午玩到了晚上快九点了，玩的项目还比较多，但估计就碰碰车和海盗船等几个项目比较热门，深海怪兽和绝对深度等几个项目比较刺激，孩子开始不敢上去，玩了后感觉不错后来又排队上去玩了2次。碰碰车孩子玩的比较多一般都是玩完了接着再排队玩，一般都要等一场。就是玩完估计有点累，第二天孩子睡了一上午，但孩子表示下次还要去。建议孩子太小还是玩的项目少一些，最少120厘米左右比较合适
112619,一块钱玩的很超值，人很多排队时间有点久，但是风景和设施玩的很不错
112620,园区很大，新建不久，湖水不多，总体感觉不是特别好。
112621,我们四口玩的很高兴还会再来的，
112622,很漂亮 很满意就是好晒。。。
112623,孩子们非常喜欢，感觉很不错！
112624,景色不错，的确是森林氧吧，空气好，景色好，值得去
112625,带孩子去玩儿的 还不错 蔬菜博览会
112626,去了乐园取不出票来，打的客服，很快就给解决了，感觉很专业，不错，主要和孩子一起出来玩，开心下！！！！
112627,运河古城风光秀丽，小桥流水人家，风光赛过江南，自成体系。
112628,孩子很喜欢，玩的比较开心
112629,一元活动太实惠了，就是人太多太多啦，不过玩得很开心！
112630,物超所值，值20多块钱票价
112631,相当不错！很舒心！环境也棒！总之一句话！
112632,挺好，就是有点破了，连洗手间都没有，确实应该搬家了
112633,非常满意的旅行！项目很多很有意思，动物挺全，人也挺多，玩一整天都差不多了，取票很方便，里面的休闲区很人性化，63元的门票，物超所值，值得推荐！
112634,晚上去的，没有想象的那么好
112635,天气原因，想退改一天。于是去了仙人桥免费景点。
112636,想不到五一搞活动，孩子免票，窃喜。整体非常不错，孩子玩的开心。
112637,同程定的地下画廊和彩虹谷联票，价格很好，两个地方孩子们玩的非常开心
112638,这里是孩子们的锻炼场，孩子的动手动脑能力得到了提高。第三次来了，孩子的热情依然如初。呵呵，还会再来的。
112639,很好，项目很多，一天都转不过来。
112640,以前去过一次，这次本来想带孩子去看大熊猫的，没想到熊猫馆变成袋鼠馆了，⊙﹏⊙b汗。里面动物还是挺多的，猛兽区里有黑熊，白虎，老虎，狼，野猪，豹子等。其他还有猴子，马，骆驼，牦牛，长颈鹿，很多蜥蜴，黄金蟒，鸟类，基本上动物书上有的都全了。门票60，淡季的话30，不过旺季去会多很多表演，带孩子去就是玩的，也不差那30块，而且用同程的话能优惠到52。
112641,很一般，有点坑，取票方便，景点真心一般，价格倒是不低，性价比不高!
112642,孩子一直喜欢动物园，这次赶在母亲节前，带了2位老妈和孩子，一家5口，全体出动。园区动物挺多，表演也蛮精彩，就是可惜原来还有小猪表演和鹦鹉表演不知道为什么取消了，非常的遗憾。
112643,在同程订票方便快捷、又省钱！
112644,比平时便宜太多了。很满意
112645,挺原汁原味的古村，不象那些修整过的古建筑，千篇一律，亳无吸引力。而这儿处处散发着醇朴而厚重的古香古色，让我流连忘返，心无杂念。
112646,前一天在青岛，一大早就从青岛出发，历时3个半小时才到达蓬莱阁，景点附近最多的就是餐馆基本上都是以海鲜为主，因为晚上还有事当天要赶回青岛，所以简单地吃了一顿山东饺子，味道真的很不错。因为是节假日，景点人比较多，但是取票还是挺快挺方便的的，进入景点都是古建筑群，还可以下到海边看风景，最刺激的就是坐快艇，海天一色的景色令人遐想，蓬莱阁值得一去
112647,此次行程总体感觉不错，买的周末的票19.9很超值！首先说停车费2元不限时，很赞！就是人太多啦！好多动物都没看到！放眼望去都是人呀！可见这次活动举办的非常成功！
112648,想去很久了 最终在五月中旬出行。海鲜很不错。九丈崖的日落名不虚传，我一直玩到天几乎都黑才回去。森林公园取得时候下雨，一口气冲上369级台阶真是够呛的，岛上人很实在，饭菜也不错，因为大风多逗留了一天，早上还找了当地的人3点多就带我们去看日出。感觉实在很棒。整个游玩很舒适，因为不到旺季，人很少，去烽山的时候整个一个下午就我们两个人，哈哈。吃住价格也很公道
112649,网上订的是到景点付款票，网络票确认方便，但还要凭确认条再去售票窗口购票，有点多此一举，直接交款出票多方便！
112650,挺不错的，孩子们玩的高兴
112651,不错，小熊很可爱，女儿玩的很嗨皮
112652,相当不错，感谢同程，下次继续
112653,此次家庭出游，孩子第一次爬山到山顶。真棒
112654,还不错吧～整体很有古城的感觉～去的时候刚下过雨～还是晚上～人有点少～雨后古城的感觉很好～～～
112655,推荐，环境就像世外桃源，水上项目基本免费，适合带孩子来玩。
112656,很好待家里老人来玩 同程购票便宜免预约方便
112657,挺好的，很顺利，晚上爬的，看不见十八盘不知道就爬完了，
112658,停车场还是挺大的，游玩的时候外面的设施都没开放。里面的水温很低。超不满意
112659,预订快捷，出行方便，客服也非常满意！能评价六星的话，再给个赞！
112660,很好呀，下次还会再来玩
112661,欢乐剧场！去的也不晚人超级多看不大清楚…
112662,好。风景好，温度舒适。海风吹来好舒适。
112663,这地方真不错！真真的山青水秀，消暑的好地呵。个人觉得周边的人很幸运哦，带孩子去亲近大自然，游泳、戏水、爬山、野餐，可比其他地方强多了。建议自带野游装备，绝对不虚此行！周五去的人并不多。
112664,整体满意，景区经营略显冷淡！
112665,还好，开车进园比较轻松，可随时停车，每处观赏的地方都画有停车线
112666,还不错，就人太多了，门票价格有点小贵，在同程定的票比去景点买的贵了5元，不知道为什么，停车场保安态度不好，？？多，人多！
112667,好玩，适合家庭出去旅游，物价也不贵，里面很适合照相
112668,景区很不错，里面有很多周村的特产，而且都非常的便宜！像是烧饼，蚕蛹，
112669,以前在同程定过好多次票了。就这一次，到景区后说是在同程上定的票不能用。大老远的去了，也不能不逛，就只好买了全票，倒也不是贵多少。就是感觉不爽！景区里面标示非常不清楚，混乱，与4a不符，不过景色还是不错，空气很好。
112670,此前一直在同程上定票，主要是考虑到票价折扣的同时还很方便！这次也不例外，景点售票处直接报手机号码取票，工作人员也很热心！赞一个！
112671,很不错的一次全家出行，挺好开心的
112672,微山湖湿地红荷旅游区值得一去，可惜美中不足的是应该8月份去看荷花就更好了。
112673,非常有特色的博物馆，了解青岛啤酒的历史故事，讲解详细，门票包含原浆啤酒和纯生各一杯
112674,没什么好玩的，12岁以下，1米4以下的最好别去！还有餐厅的东西特难吃，还没得选，她给什么就得要什么！反正挺扫兴！
112675,环境超好，适合家游！！
112676,不错，玩的很开心，动物表演精彩，见到好多珍惜动物！
112677,地势险要，建筑宏伟，值得一去。
112678,很好玩，很有文化气息，很好
112679,入园区很方便 景点也可以 就是排队时间有点长n
112680,没意思，就是四十门票贵啊。张？应该是私企怎么是国企了。现在变成国企了，为什么呢。
112681,爽歪歪哈哈哈哈哈哈还要去
112682,动物表演很精彩。喜欢，加油，美人鱼表演很美，
112683,性价比较高，可以泡温泉、游泳。
112684,还好，就是电影没能看…
112685,动物园很大，但是不是野生的，只是很大很大的动物园，孩子非常喜欢，里面的动物太多了，可以玩上整整一天，快走断腿了！有很多的珍贵的动物，还有个小型的海洋馆，安排了海豚表演和海狮表演，十一假期人太多，我们游的太慢时间没赶上，建议大家平时的周末去，一定会感觉非常棒的，还可以和小老虎，小狮子亲密接触一下，但是要额外收费的哦，总之，非常棒的一次出游，非常棒的动物园
112686,很好很满意，可爱的海洋生物种类真是繁多 ，感觉很神奇，置身其中的感觉真的是幸福呀，
112687,淡季还可以，门票在同程只要45
112688,"以后每年都来,服务和效率一级棒"
112689,上午十点半到的地方，首先说验票非常简单，但是人多哦，排队时热的汗如雨下哦。好不容易进去了人满满的。可能是人多的原因，水太脏了。餐厅也太脏了。冲澡换衣服时居然没有热水，全是凉水哦。卫生太差了。
112690,景色不错，栈道，瀑布，不是很累，免费茶水，免费解说，游山玩水！<LSY>还有正在开发的部分！值得一去！
112691,孩子去玩，非常兴奋，快乐！
112692,非常不错，风景美丽，里面的项目也很刺激，每个项目不需要排很久的队，除了激流涌进排了半个小时，别的都还可以！
112693,有儿子最喜欢的滑草，但是只看了一半的景点，因为儿子迫不及待的想玩滑草和轨道滑车，呵呵，风景还是挺好的
112694,天池里面服务很好，设施很全，玩一天，24小时自助餐，洗澡，游泳，小孩也有玩的地方很好，！
112695,走得是仰口线路，不累，风景很美，推荐！
112696,还不错的样子啊！很好的样子
112697,还不错，值得一去哦！
112698,不虚此行经济实用没缩水
112699,很刺激，很开心，特别是蓝火过山车，大摆锤，快乐的端午节，晚上还有节目表演，很好，很开心
112700,这个季节去刘公岛确实挺一般的～不过好在可以买学生票，不算太坑，岛上的风景还行吧～
112701,正常的成人门票50/人，同程成人票45/人，用同程取票不止方便还有优惠，何乐而不为呢！魏氏庄园还不错，值得一看，只是徒义堂和福寿堂两个景点不在庄园内，需要再走一小段路。还有就是车可以直接开到魏氏庄园外的停车场，因为第一次去，没做好攻略，以为古村落跟魏氏庄园在一起呢，所以把车停到古村落那边了，距离远还花了十元停车费！
112702,不错的路程，就是老虎个黑熊表演比以前减少节目了，还好我们捡了一些栗子。
112703,绝对值得，非常震撼，特别是欢乐剧场
112704,景区停车场很大，停车收费。走到大门旁专门设的同程网窗口排了半个多小时队换了门票，进入景区，景区面积很大，绿化不错。走到溶洞门口，发现等待检票入溶洞的人很多，咨询工作人员要排2小时才能进入溶洞，因为天气很热，30多度，我们等了半个多小时就原路返回了，有些遗憾！
112705,不错，很漂亮，讲解员很认真
112706,非常满意的一次旅行，不虚此行。
112707,三孔是儒文化的发源地也是中国老师鼻祖的出生地当地政府为什么不能对教师优惠真丢孔子的脸
112708,好玩，快吓出来心脏病了
112709,玩了一天好晕啊，总体还不错。
112710,挺好的，就是排队时间太长，真要命
112711,动物很多，趁着活动人更多。进去了就只能沿着一条路一直走，可能人多，从十点逛到三点半差不多
112712,地方有点小了，进去出来也就半小时吧。有点小贵吧，不过带孩子去的也学了不少的知识了，1吧
112713,总体来讲还是不错的，值得一去。
112714,不错，来过多次了，实惠
112715,有些项目开放口时间晚了点？？
112716,1块钱游岱庙，超级赞。赶上下雨人不多。看历史的东西还是应该请导游讲解。
112717,不错，内容很丰富。就是路途不近，租自行车不经济。
112718,非常好，孩子们玩的很开心，水族馆孩子特喜欢，就是人太多了，带孩子玩可以选淡季
112719,美险峻峭，值得去玩一玩，准备周末再去，很大还有两个景点没去
112720,总体感觉不错！景点比较适合家庭旅游出行！价格也适中！！同程的服务提示很到位！。
112721,很好玩，，，，，，，，，
112722,今天人没有那么多，空气清新，宝宝玩的很开心，就是郁金香没有往年的多，不知道是不是还没到盛开的时间呢？
112723,不错 满意 地方大 很好玩 也很干净
112724,景色优美，交通便利，就是就餐贵
112725,啤酒很好喝 历史介绍的不错
112726,还可以，地下溶洞，景色还好。
112727,很好玩哦，就是有点热这个季节
112728,早就听说无染寺是个值得玩的地方，趁着暑假带着孩子和朋友就奔去了。同程网定的票，凭手机短讯在景点很方便的取了票，山上鸟语花香，空气清新，尤其是水，冰凉沁骨，是夏季最佳的避暑圣地。
112729,便宜，方便，下次还会选择
112730,风景不错，山里比较凉爽，水不少几步一小瀑，台阶比较缓挺适合腿脚好的老人游，最好的是有几处免费提供的山茶水，还有小木椅、小木桌，几个朋友围在一起在郁郁葱葱的山上喝着热乎乎山茶水感觉特别好
112731,不错！这个季节去刚刚好
112732,服务好 吃的更好
112733,宝相寺果然名不虚传，佛教圣地，香火旺盛，善男信女来此净化心灵。
112734,"强烈强烈强烈投诉陈志强，陈志强，陈志强，今天我们两天就来取票，排队等候检票，四点二十才入场，整整两个多小时的时间，一共体验了两个项目就快九点了，从魔法城堡出来看到高空飞扬还在继续，很少的人在等候了，孩子特别想坐,就想跟工作人员商量一下能否让孩子体验一次，这是只有六人在等候了，过来一个叫陈志强的，就想跟他商量一下，一共就五个孩子可怜巴巴的盼着，没想到陈志强态度特别恶劣，怎么说都不行，家长就说实在不行能否之让孩子上去，家长在外面等候都是一二年级的孩子，如果考虑到安全，可以一人陪同也行，怎么说都不行，我们说就四五个孩子就不能奉献一点爱心嘛吗，他竟然说哪怕今天就剩最后一个人也会为他包场开一次，就是不会再增加一个人，最可气的不是不让我们坐，而是让我们家长给孩子做个榜样，我们怎么就不给孩子做榜样了啦，我们跑这么远来不就是为了孩子吗，因为人多一共体验了两个项目孩子可怜巴巴的期盼着，作为家长争取一下怎么了，怎么就是不做榜样啦，这是家长们都愤怒了纷纷给他拍照，他还腆着脸说给他拍帅一点，我能就想知道方特就是这样的工作态度吗，它是来解决问题的还是来打架的，他的行为是方特赋予他的权利还是他个人行为，结果就那六个人体验了一次够五十人游玩的游戏，在上去五个孩子甚至五个大人也不会多浪费一度电，为什么就如此绝情如此不懂人情世故，如此处理事情，规矩是死的人是活得，为什么就不能照顾一下孩子的心情，最关键的不是不让坐二十处理事情的方法实在是让人接受不了，所有家长都愤怒了都在给他拍照骂他彪子彪子，傻逼傻逼，有个男孩子非常气氛的喊着傻逼，傻逼，关键不是人多就算人多，照顾几个孩子又有谁会去攀比，就算不让坐至少不要用人身攻击的方式解决问题吧，<LSY>请问方特集团的领导们这就是你们的经营方式吗?????????这就是你们的经营方针吗????????凡事以你们为中心绝不考虑顾客的心声吗????????，这就是你们的员工素质吗????????守着死规矩永远不会变通!!这就是你们处理问题的态度吗????????我情愿想信不是这样的，不然方特也走不到今天，服务行业的总之就是顾客永远是对的，即使顾客提出的问题做不到，也要适当婉转的拒绝，而不是很嚣张的配合拍照，跟顾客干仗，把矛盾更激化吧，方特有此员工实在可耻!!!!!!!!!!!真是一只臭老鼠搅了一锅粥啊，强烈要求方特集团好好整顿加强管理，开除这种只长脑袋不长脑子的废物!!!!!"
112735,日照竹洞天景区的竹林不愧为北方最大的，最有魅力的，最好看的竹林了，其他的游乐设施也都是挺刺激的，挺有挑战性的，朋友们来竹洞天不会让你留有遗憾的哦，我是天津的游客，
112736,非常不错。正好孩子去济宁比赛，途经峄山。以前都不知道这里。下午三点多到的，十元停车费直接去西门。同程取票就在楼梯旁，姐姐态度不错，但姐姐说75的带索道票只能上不能下，不明白。三口人索道上去，爬到最顶峰。又坐索道下来的，总花220元，照片都在？？老婆手机上，宗旨<LSY>不错，和抱犊崮各有千秋
